,heading,xcor,ycor,nearest-neighbor
0,233.34024560500424,-8.671607747626744,-34.186106309712365,{turtle 79}
1,239.16359126155703,13.507252398365296,-18.890619548523038,{turtle 43}
2,228.41520846184264,-12.140128913749095,-30.833393810350298,{turtle 25}
3,230.65124493369714,12.739144846681134,-14.338828937969874,{turtle 93}
4,223.97893669512402,21.13669616399694,-14.559881114428686,{turtle 74}
5,226.36180424325698,-21.174061521799945,-34.69299497105227,{turtle 15}
6,234.3901245142828,-11.403179593112458,-33.12474221977427,{turtle 41}
7,235.23860298018135,24.938032613877294,-12.022608363606272,{turtle 73}
8,221.98343178103426,-7.564114674332474,-21.35079177947017,{turtle 88}
9,226.05133946271587,22.514934873635312,-13.384435487026543,{turtle 89}
10,232.4720917938377,-18.759203321229265,31.84890344646096,{turtle 64}
11,226.33247486608968,-13.318504715005842,-32.75417584494032,{turtle 68}
12,207.23605223771457,-5.9486243639188645,-27.246974688698785,{turtle 24}
13,226.934880573703,-16.404478105014327,-33.00334719007828,{turtle 58}
14,233.05994703790398,-15.030031525112491,33.790003034340835,{turtle 63}
15,226.02447111122507,-22.24138575433001,-35.48017452295851,{turtle 5}
16,227.65527560645103,26.94896604870529,-10.7760690805894,{turtle 84}
17,232.19159955217503,15.837921652810564,-12.38205090054452,{turtle 49}
18,232.30775148328087,16.69643282291952,-14.505879670602427,{turtle 21}
19,227.49795920810712,-7.795442652054097,-28.935446670731647,{turtle 95}
20,233.25148780640058,19.874658121908865,-11.827633422888102,{turtle 98}
21,232.58190136221543,17.226691628195045,-13.312888874806474,{turtle 18}
22,236.5060804217732,-15.638130218262546,-34.773779275518116,{turtle 69}
23,229.4380118593876,-2.3692635097076202,-29.995796569957488,{turtle 62}
24,233.03948669994222,-6.481700020792047,-27.588059233634517,{turtle 12}
25,225.0659391551561,-10.09314168512294,-30.546443608079446,{turtle 47}
26,237.50039079806476,15.235417106538744,-18.759481126759386,{turtle 36}
27,222.49486329588967,18.923378276879834,-14.904540317227834,{turtle 96}
