,heading,xcor,ycor,sick?,remaining-immunity,sick-time,age
0,266,-6.62436673441827,-15.375595535360889,true,0,2,1605.0
1,182,-12.76805178106762,5.401151885913111,true,0,33,851.0
2,270,-4.012455677861045,-1.8234626252402633,true,0,27,1584.0
3,217,-6.879398460896533,15.30299275478549,false,0,0,876.0
4,226,-1.6179535516170103,3.6904908007797133,false,0,0,973.0
5,260,0.9522891257251157,-5.731005916746031,true,0,19,1941.0
6,213,-6.910042135573596,3.503085236629017,true,0,35,2208.0
7,349,14.899077090477727,14.45431412831412,false,0,0,908.0
8,205,16.9996638029808,3.499993667869764,true,0,39,2139.0
9,82,-3.7052960527048446,0.9402146014627315,false,0,0,1419.0
10,231,-8.811751347902852,-9.775195446485387,true,0,17,427.0
11,269,-4.0906429301951,-2.622980692479147,true,0,2,1841.0
12,302,10.082177685976614,-14.951589265230496,false,0,0,1336.0
13,328,-4.303959480944717,-13.55564229205245,false,37,0,63.0
14,170,12.17803021467959,-14.636698610505247,false,0,0,2585.0
15,337,-12.66461269896556,-3.97160603509172,true,0,36,749.0
16,229,6.691897970222615,8.807318059892554,true,0,27,980.0
17,154,-16.27321091393181,-14.221535241865865,false,39,0,456.0
18,139,-3.5689055640593152,-0.5623044242278264,false,0,0,1713.0
19,238,-12.689365488915413,-0.5767944278508919,true,0,5,2381.0
20,118,-13.955181039104847,10.51842949247268,false,0,0,1710.0
21,0,13.986990066687495,14.859470319556344,false,0,0,2283.0
22,267,11.054260340311341,-5.597247995453944,true,0,2,944.0
23,270,2.9495020705173367,-1.394645100140762,true,0,39,523.0
24,147,-7.589383036379225,-5.15808783775074,false,37,0,1897.0
25,198,-13.978506509574878,2.329696255925172,true,0,15,349.0
26,188,4.667788049668872,-6.422109003607853,true,0,10,2263.0
27,150,2.479379840922683,-9.108328549694233,true,0,17,1677.0
28,227,6.322085406145883,11.54658386873814,true,0,22,2307.0
29,124,14.634899776564337,6.5512430690206855,false,37,0,1423.0
30,237,4.365132240325497,-3.7372266406467927,false,0,0,1661.0
31,160,2.0879632843924862,10.848952161344355,true,0,32,565.0
32,270,-10.606638065775442,-10.3094289209147,false,0,0,123.0
33,95,2.0478440390525856,-9.618620209731816,true,0,16,632.0
34,260,0.5812799071179376,1.0508234368558729,true,0,38,775.0
35,297,-1.914785800514563,-9.72289330424721,true,0,15,1413.0
36,248,-15.002340015565832,-15.818100729788899,true,0,35,477.0
37,113,-3.865856647015459,6.048261896592651,false,40,0,1756.0
38,262,4.953051697053955,14.462007414864061,true,0,30,2343.0
39,168,10.72662310213344,-6.956381917187679,true,0,5,583.0
40,254,-9.643447600353017,-11.868173706993824,true,0,38,372.0
41,161,-16.4407514613533,-5.160088027966203,true,0,33,734.0
42,41,-1.2943324069568125,3.515552336019515,false,0,0,622.0
43,196,-17.30542985229485,-15.575867074037324,true,0,29,1292.0
44,34,-3.8100718349694405,9.610813536015565,true,0,14,1400.0
45,168,-11.720626231895764,-4.988953640019223,true,0,23,355.0
46,326,-5.241825840411879,-13.81225872338765,true,0,20,1797.0
47,9,12.175365865785814,-12.010673469347315,false,46,0,528.0
48,102,14.761948280820095,17.43926016151944,true,0,15,1651.0
49,232,-10.006592945655287,3.5348232725422752,false,0,0,930.0
50,173,-6.905212950442634,2.3978841242258393,false,0,0,1635.0
51,166,-9.611903919931585,-16.068450966656755,true,0,15,2312.0
52,96,-3.1351229858774268,-2.022397099400045,true,0,1,1713.0
53,241,-5.504646459349474,5.847433839862471,true,0,34,1691.0
54,187,-13.440849312460667,12.203292964009146,true,0,25,498.0
55,36,10.406724732778567,-13.393418661612518,true,0,25,1587.0
56,337,-1.1349376703469467,13.373558236277493,true,0,34,2390.0
57,225,-13.847842362406704,-0.4524748355496251,true,0,17,413.0
58,168,12.913965918486433,-7.89750771495462,true,0,30,317.0
59,317,-3.5780743595935975,-6.565513102083354,true,0,30,679.0
60,314,-13.258124887860987,-3.8797679132721044,true,0,5,562.0
61,188,-7.934359783052336,17.4415443043457,true,0,11,612.0
62,302,-4.313280647873641,14.686343527857819,true,0,40,1670.0
63,175,17.296273601352777,1.2210070858004098,true,0,19,731.0
64,200,7.366170816294286,-11.90846057207531,false,0,0,1117.0
65,123,-8.83071326492303,-3.0189935141568363,false,50,0,1387.0
66,300,16.240588892618547,5.573746538937553,false,42,0,614.0
67,23,-13.914757266196562,-4.2119073201093,false,0,0,1788.0
68,109,-6.285240525847043,14.73432287005969,true,0,13,581.0
69,94,-0.875542156184667,0.9667556146785289,false,0,0,1500.0
70,233,15.99524567440188,12.588646708734089,true,0,17,655.0
71,113,16.488819499207626,7.0853092300846745,false,0,0,514.0
72,150,4.63689511117709,-9.570747796463943,false,48,0,674.0
73,169,-12.932383870767389,-10.781876264014661,true,0,22,485.0
74,355,-1.5838413217555707,15.720041664554232,false,0,0,430.0
75,138,3.821869887116549,8.602846321707943,true,0,21,1564.0
76,319,13.69606186250099,-8.095544527939667,true,0,39,2044.0
77,208,-3.9325335468321483,-0.7053846348162627,true,0,37,89.0
78,252,11.186320812538776,-14.342720127733621,true,0,9,904.0
79,344,12.420113964184141,0.8274565949066126,true,0,33,853.0
80,,,,,,,
81,pcolor,plabel,plabel-color,,,,
82,0,"""""",9.9,,,,
83,0,"""""",9.9,,,,
84,0,"""""",9.9,,,,
85,0,"""""",9.9,,,,
86,0,"""""",9.9,,,,
87,0,"""""",9.9,,,,
88,0,"""""",9.9,,,,
89,0,"""""",9.9,,,,
90,0,"""""",9.9,,,,
91,0,"""""",9.9,,,,
92,0,"""""",9.9,,,,
93,0,"""""",9.9,,,,
94,0,"""""",9.9,,,,
95,0,"""""",9.9,,,,
