,heading,xcor,ycor,nearest-neighbor
0,324.0419963684101,-2.8337969093744597,-4.173386383389013,{turtle 15}
1,61.27357253546256,-27.40432889807146,10.6029839721839,{turtle 53}
2,325.17942318969517,19.136285455312084,-4.5518615916555225,{turtle 59}
3,122.32152547328803,-34.34540776434508,11.233416385782375,{turtle 75}
4,317.93093251798524,-1.6387081992327297,8.675519933309364,{turtle 28}
5,259.81368297785895,8.042633192665447,6.870735265654205,{turtle 13}
6,101,-22.171582900666873,-8.131945323974096,{turtle 87}
7,144.37064554392248,-34.230433930307136,-21.562135471557774,{turtle 85}
8,131,16.66250980838969,-31.810189262607818,{turtle 31}
9,55.9491832604694,-22.143094245916885,-35.224723133384515,{turtle 84}
10,12.203323655888482,-13.854898022460914,-25.65130925887043,{turtle 19}
11,65,8.960154417538945,35.267063463431846,{turtle 17}
12,318.73174432524735,4.680412303988864,-6.7906411215060025,{turtle 24}
13,241.10324753802783,11.025806601193123,4.245667474634336,{turtle 5}
14,108,-33.95642598309699,-1.5325642982363483,{turtle 78}
15,303.7439727878018,1.0064950763659501,-4.620278294413277,{turtle 24}
16,61.18967545659052,-23.851467139335885,9.690904974569872,{turtle 1}
17,197,10.579423946034654,30.848780160690602,{turtle 11}
18,34.5,-10.414404210860317,4.348876899062645,{turtle 89}
19,35.48460457657018,-16.49135763862211,-31.238427394432065,{turtle 84}
20,232.72754592644216,-14.513036255560994,6.172583260910075,{turtle 18}
21,77.26299746231433,30.787520703687537,-19.700210310432162,{turtle 58}
22,74,-19.683670625958698,30.466150699042537,{turtle 9}
23,29.523018967451435,9.238443012268236,-16.775905520165402,{turtle 99}
24,314.5,3.2591504464190644,-6.784700958174468,{turtle 12}
25,128.69155212270044,-29.078093560024346,21.016541533287267,{turtle 30}
26,323.0138353906971,34.70803348560226,-7.953729208798051,{turtle 38}
27,32,-28.49681457853399,-12.759956093410848,{turtle 87}
28,316.37032301925706,-3.0880727965949553,9.92343658510836,{turtle 4}
29,89.5,27.75756427122086,-18.89594652143034,{turtle 21}
30,269.99099646946104,-34.729385243197726,23.161555058436125,{turtle 25}
31,75.13428254988412,16.166442803267802,-23.296038420764564,{turtle 57}
32,102.86754179950867,26.96043606164123,-25.124154225111305,{turtle 93}
33,308,28.108327170842763,-10.12212565950733,{turtle 91}
34,317.25089783135786,0.09694794589520855,6.134796843344318,{turtle 41}
35,52.18745875875584,-23.338580950770282,13.452733727715845,{turtle 16}
36,94.5,-4.123833402286381,8.405757226871694,{turtle 28}
37,44.12708152994617,-29.39134151092032,-19.908883419754773,{turtle 85}
38,344,32.49545463162542,-6.204502410998534,{turtle 26}
39,351.9464848911716,3.5354059175273367,-11.714201446052575,{turtle 24}
40,268.0344567409985,15.645429677362497,3.336173601579012,{turtle 70}
41,15,-1.9317907318450156,5.588043304928231,{turtle 65}
42,29,-10.81459378990173,-4.260595060092169,{turtle 82}
43,303.2125727434477,0.5781033741906563,11.309761861232563,{turtle 4}
44,279.19676314714377,-12.2087891745684,0.8042853967915821,{turtle 82}
45,33.51186236711635,-21.447567040571304,20.490826109524303,{turtle 62}
46,27,-27.01317160990702,0.3392426469058454,{turtle 98}
47,54.85464823275879,34.880441406791384,-19.97820383874139,{turtle 7}
48,296,24.77916205278077,1.3645274920418897,{turtle 60}
49,263.58229156700395,9.884368212979552,0.31109585290419545,{turtle 13}
50,25.5,26.755753734745404,-4.590108469284711,{turtle 60}
51,303.1283892581942,-4.982735795401445,18.500700067191694,{turtle 95}
52,43,-1.96598367230931,-12.701440258328608,{turtle 67}
53,125,-27.995975790992524,8.613453497571854,{turtle 1}
54,9.044934585717556,-19.634174913924646,-21.266913129347348,{turtle 76}
55,228.93631148642396,-15.33233585085804,19.5621231115217,{turtle 86}
56,300.8564884834366,-32.28377680734906,13.727561092229164,{turtle 3}
57,87,18.401688069069525,-22.903390644151635,{turtle 31}
58,58.00306470358237,30.622643956944824,-21.776574361475188,{turtle 93}
59,209.5,16.22223967237046,-9.314378382267124,{turtle 2}
60,303.1311765013383,21.50194282138989,-0.8191477909765557,{turtle 48}
61,321,26.794535702229723,-28.698093146808755,{turtle 32}
62,15,-21.177345248440663,21.2551920787214,{turtle 45}
63,352.912943941069,-4.720990886838394,0.3988660223697211,{turtle 65}
