,max-pxcor,min-pycor,max-pycor,perspective,subject,nextIndex,directed-links,ticks,max-align-turn,max-cohere-turn,max-separate-turn,minimum-separation,population,vision
0,35,-35,35,0,nobody,100,"""NEITHER""",1,5.25,19.75,11.75,4.25,100,1.5
