,heading,xcor,ycor,nearest-neighbor
0,36,15.663924238101533,7.490887177757957,{turtle 18}
1,265.9678411731984,-0.019574388921906438,-14.903585089256216,{turtle 10}
2,112.4676547527227,12.36237964910886,23.93646677384021,{turtle 39}
3,18.155401861293853,35.22023169801999,17.75817995869124,{turtle 59}
4,338.17469824145564,3.1853469213393875,3.8496504055121927,{turtle 35}
5,299.81183223867055,11.29301135934904,-25.99106082792727,{turtle 42}
6,104.11282309530122,19.840036637296897,5.748502798135686,{turtle 43}
7,89.24905996344535,34.834503544393414,11.221276359828275,{turtle 94}
8,260,-0.2822584538956191,-13.224357290387621,{turtle 10}
9,288.58315428385083,16.68817692870831,-29.89251869078153,{turtle 57}
10,263.2284047350465,0.7434941868026097,-13.787327800485718,{turtle 8}
11,121.37106745222042,21.79780162626818,5.130410584178053,{turtle 25}
12,77.72956116420374,7.202571767825492,-29.11460322128066,{turtle 26}
13,65,2.2741041888723887,-31.64035861625826,{turtle 56}
14,127.61273111406047,-5.585683011222639,-35.456840062617104,{turtle 51}
15,96.40932075372979,1.5889808155539766,-31.135583138983172,{turtle 13}
16,99.91930322853511,-2.512677094379188,18.572366371053004,{turtle 28}
17,229.21152852518267,15.747967506712179,-16.43474981490338,{turtle 83}
18,117.5,14.155911850157173,5.547321914619424,{turtle 0}
19,324.87431166559793,20.11877460612237,-29.36897790595549,{turtle 89}
20,334,34.082697087977266,-33.727600903280575,{turtle 50}
21,242.14425159274208,11.046002343814582,-18.746922870112456,{turtle 74}
22,343.1467673603354,-0.7161788126407821,5.727044793586279,{turtle 48}
23,81.12721176018351,33.90857161355622,13.094706723248,{turtle 94}
24,109.71167008652037,20.79221248889036,18.617719545505455,{turtle 67}
25,106.23976710454252,21.76400658337529,4.700578618750139,{turtle 11}
26,77.9263087478638,6.535869370128552,-30.178230118523967,{turtle 12}
27,346.799634832135,-3.2676250209982904,8.276855557448302,{turtle 81}
28,95.69957893414426,0.33963138158394635,18.066134860830932,{turtle 16}
29,107.22551887880275,17.900436949757456,13.8129212064951,{turtle 67}
30,279.45361638849187,3.701341788824414,-15.700513318961333,{turtle 10}
31,262.958234675722,29.819671760365377,-23.991789535773353,{turtle 36}
32,66.59445606600184,6.742512094402619,-32.17574519087985,{turtle 26}
33,245.43619541168138,21.274301784820587,-22.391548726406228,{turtle 44}
34,45.21381769778998,12.270985029946674,-27.445657746149255,{turtle 5}
35,330.05686669071,4.4974698986357895,4.417339358456327,{turtle 4}
36,286,27.808851451619105,-22.546124555414085,{turtle 31}
37,228,14.634805200632202,-20.03578897751184,{turtle 44}
38,316.6948396893233,12.540958669751838,-29.011054861263233,{turtle 73}
39,110.01022891019511,16.760669721671388,21.34142379155298,{turtle 67}
40,274.5582620997059,-1.2519713894193785,-19.45764062717009,{turtle 97}
41,98.13902752292591,3.6172477740488675,17.188194102924303,{turtle 28}
42,296.90971819593636,12.749934095561263,-26.51659357077431,{turtle 5}
43,101.46269698169681,18.89887521306183,6.265128819619295,{turtle 6}
44,245.08332921055836,16.846401756263145,-20.819417022846494,{turtle 78}
45,67.57005619894642,9.530154740669513,-28.73791872726487,{turtle 12}
46,347.67013378674926,-4.520299036920796,10.870760892734591,{turtle 52}
47,245.24372066234758,21.713110674747945,-29.044409547311584,{turtle 65}
48,342.72814715295607,-0.2269500997172983,4.632515529779207,{turtle 22}
49,85,7.816577068704296,15.756076170680592,{turtle 41}
50,282.9769333714577,26.942678098614632,-30.01107106798287,{turtle 87}
51,148.78995715093754,-7.019967271967211,-32.85581005814745,{turtle 14}
52,0.6762062399944853,-3.655226032301733,13.022288816231741,{turtle 46}
53,31,-22.298104685996698,23.441513834396925,{turtle 82}
54,69.5,-31.71673632588157,16.01419508449388,{turtle 98}
55,339.99699671382433,-1.9545158094690713,8.745067063264838,{turtle 27}
56,104.79792260525954,1.8240728662903156,-32.99594805328409,{turtle 13}
57,300.8028062405541,18.326123186863995,-29.81721172004943,{turtle 19}
58,149.20913842652297,-5.599160501004448,32.163393264590844,{turtle 14}
59,39.15540186129385,35.32680927337275,15.055424389550174,{turtle 94}
60,231,23.98832062718072,-32.21032229637201,{turtle 90}
61,271.9298446944664,23.72280582782684,-29.42451491457228,{turtle 87}
62,112.9839118595529,14.956942128639007,8.510308423688112,{turtle 0}
63,297.9138274145927,14.101908013560411,-25.508403080296528,{turtle 42}
64,343.86577319054686,-1.1993020105939203,12.986020459928755,{turtle 52}
65,275.48811365828726,21.831865745092248,-29.681087662114447,{turtle 47}
66,265.6995361627501,-4.523996098275502,-14.831154311218924,{turtle 75}
67,110.4810776992282,18.74675640377692,19.207678906925466,{turtle 24}
68,220.71504930690455,19.947618758373384,-28.219935162107884,{turtle 47}
69,115.55965145379639,23.002104254619894,5.5068983057275,{turtle 11}
70,115.80777001312157,18.191366800364452,23.968868436628906,{turtle 39}
71,343.54273296137467,-0.5744484464480075,1.2288929134898399,{turtle 48}
72,92.34162426132582,-32.418129330352315,-2.0267304053039576,{turtle 99}
73,296.58351699637166,14.223264470336039,-29.255401040365452,{turtle 38}
74,229.169064363321,12.79581818314271,-17.905660805447557,{turtle 21}
75,267.50618717993194,-3.627208319429468,-13.449194187520323,{turtle 66}
76,135.23496778674246,-9.27199287377297,29.803786184308684,{turtle 58}
77,137.8892639162869,-12.731195053478713,34.17396532867852,{turtle 76}
78,239.5,17.548068739384682,-19.138602993455347,{turtle 44}
79,115.54593940954544,24.802997995532255,11.366473474683213,{turtle 69}
80,115.44988785333561,24.6377497742931,20.93018021462776,{turtle 91}
81,345.26501140089306,-2.734194717272911,6.9561160775358335,{turtle 27}
82,34,-22.079436564572088,29.896840004654184,{turtle 53}
83,214.5153953269451,14.949965536011865,-15.53731085539203,{turtle 17}
84,249.26609513940207,17.470906411677767,-34.811925106169205,{turtle 57}
85,54.63261552207916,-27.591293166040916,18.7856893746372,{turtle 95}
86,271.30032738109503,31.794221369572718,-25.572854512542623,{turtle 31}
87,271.6752276069473,25.402922450016614,-29.143874003952053,{turtle 61}
88,273.6194525560902,-5.186345090389314,-17.704683454925416,{turtle 66}
89,279.4168876879531,20.0163398992582,-30.123202607110162,{turtle 19}
90,318.0979318559007,23.026087395363092,-31.538898426695773,{turtle 60}
91,116.24121383640414,22.38747251027587,20.943943912379346,{turtle 80}
92,261.05665413529977,6.233850833168249,-19.632428729352807,{turtle 30}
93,267.9174588092684,27.012731888139566,-28.223174288160127,{turtle 87}
94,64.71441852970787,35.2311187954927,12.798225438213695,{turtle 7}
95,79.43953825756398,-29.002334553727163,20.31126150199621,{turtle 85}
96,239.15166015582776,8.800680880482172,-14.458309781607054,{turtle 21}
97,273.60247499894916,-1.6520442476888169,-16.56094643571747,{turtle 1}
98,88.09098341099775,-30.782957026373655,14.89306982701246,{turtle 54}
99,95.34162426132582,-29.212299146733425,-2.2102023391856074,{turtle 72}
